title,link,dc_date,description
"Sr. QA Engineer, Partnerships / Xoom.com (financial district)","http://sfbay.craigslist.org/sfc/sof/3309016769.html",2012-10-01T17:34:18Z,"Full time salaried job with stock and benefits 
JOB DESCRIPTION 
Xoom Corporation is constantly developing new strategic partnerships with companies around the world to expand our money transfer disbursement network to better service our customers. I [...]"
"QA Engineer / JUnit, test Java apps (financial district)","http://sfbay.craigslist.org/sfc/sof/3309010923.html",2012-10-01T17:32:14Z,"Full-time salaried position with stock and benefits 
Experience with JUnit is required. 
JOB DESCRIPTION 
XOOM is looking for an experienced Software QA Engineer to work closely with our engineering and product teams. 
You will have a solid technical [...]"
"Sr. Software QA Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3309000109.html",2012-10-01T17:28:24Z,"Full time salaried job with stock and benefits 
JOB DESCRIPTION 
XOOM is looking for an experienced Senior QA Engineer to work closely with our engineering and product teams. 
You will have a solid technical background with a focus on quality, testin [...]"
"SoundHound is Hiring! QA Engineer (san jose north)","http://sfbay.craigslist.org/sby/sof/3309151262.html",2012-10-01T18:22:36Z,"SoundHound delights millions of users every day with its famously fast music and voice recognition apps, and is winning awards and praise along the way. Our flagship app for iPhone and Android recently won the most competitive category in Billboard's [...]"
"Software Engineer in Test - at Practice Fusion (Downtown by Union Square)","http://sfbay.craigslist.org/sfc/sof/3309197861.html",2012-10-01T18:39:38Z,"About the Company Practice Fusion is a SaaS solutions platform providing electronic medical records, practice management, administrative, social media, interoperability and data services for physicians and the broader healthcare industry. Practice Fu [...]"
"Senior Software Engineer In Test at Practice Fusion (downtown / civic / van ness)","http://sfbay.craigslist.org/sfc/sof/3309191307.html",2012-10-01T18:37:18Z,"About the Company: 
Practice Fusion is a SaaS solutions platform providing electronic medical records, practice management, administrative, social media, interoperability and data services for physicians and the broader healthcare industry. Practice  [...]"
"Senior Software Engineer in Test (SET) - San Francisco or Seattle (financial district)","http://sfbay.craigslist.org/sfc/sof/3309257078.html",2012-10-01T19:00:54Z,"What do AOL, Photobox, TheLadders, iOffer.com and many data-rich organizations have in common? They use Clustrix, a relational distributed database system that takes away the constraints of traditional databases without the pain of a sharding and a r [...]"
"Technical Support/QA Analyst (San Francisco, CA)","http://sfbay.craigslist.org/sfc/sof/3309294125.html",2012-10-01T19:14:49Z,"ABOUT TWISTAGE Twistage is the leader in carrier-grade digital media management, delivering web, mobile, and connected TV solutions including Online Video Platform (OVP), audio and image management, cloud-based transcoding, workflow automation, and m [...]"
"QA Engineer / Software Test Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3309742914.html",2012-10-01T22:12:58Z,"Fast growing mobile video startup with over a million users seeking an expert Software QA Engineer / Software Test Engineer with a video background. This is a unique QA position where you will combine your expert software QA abilities with an eye for [...]"
"QA Engineer  (financial district)","http://sfbay.craigslist.org/sfc/sof/3309749211.html",2012-10-01T22:15:48Z,"Archimedes, the company, offers consulting services to address organizations' most pressing healthcare questions. Using our hands-on, collaborative approach and the proprietary Archimedes Model, we help organizations not just find the answers, but fi [...]"
"QA Engineer-Walnut Creek (walnut creek)","http://sfbay.craigslist.org/eby/sof/3309827930.html",2012-10-01T22:51:30Z,"Quality Assurance Engineer -- Computer Hardware Analysis 
Voted one of the Top Bay Area Companies to work for, WildPackets has a position open for a QA Engineer at their Walnut Creek office. 
This position requires both software (2/3) and hardware (1 [...]"
"Silver Spring Networks Test Engineering Open House - October 11, 2012 (redwood city)","http://sfbay.craigslist.org/pen/sof/3309937040.html",2012-10-01T23:43:22Z,"Energize your career at our Invitation Only Event! 
Silver Spring Test Engineering Open House Thursday October 11th 5:00pm -- 7:30pm 
Please join us for our recruiting event! 
On October 11, 2012 you can learn about our newest technologies and produc [...]"
"Silver Spring Networks - Software Test Engineer (redwood city)","http://sfbay.craigslist.org/pen/sof/3309966670.html",2012-10-01T23:57:46Z,"In this role, you will be the software quality gatekeeper for scrum teams and product releases. This will include designing and performing tests, developing automated tests, and providing test documentation. You will work with the engineering teams,  [...]"
"Senior QA Automation Engineer @ Devicescape, Inc. (san bruno)","http://sfbay.craigslist.org/pen/sof/3310537892.html",2012-10-02T07:30:32Z,"Devicescape is looking for a Senior Software Quality Assurance Automation Engineer for the Devicescape Offload service platform team. If you are passionate about automating or scripting procedures that you do repeatedly, then we would love to hear fr [...]"
"QA Automation Engineer (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3311282722.html",2012-10-02T16:47:49Z,"Apsalar is looking for a QA Automation Engineer to join our growing team of highly talented individuals. If you have the skills as well as the motivation to work in our fast-paced startup environment, then you might be the right person for us. Report [...]"
"SQA Lead Engineer  - 2012070 (sunnyvale)","http://sfbay.craigslist.org/sby/sof/3311361604.html",2012-10-02T17:16:14Z,"Apply directly here: http://hire.jobvite.com/j/?cj=owhnWfwQ&s=Craigslist 
Software Quality Assurance team at Financial Engines requires a solid lead engineer having great communication skills with background in web technologies, backend processing, a [...]"
"Manual QA Engineer (financial district)","http://sfbay.craigslist.org/sfc/sof/3311603022.html",2012-10-02T18:42:39Z,"&#65532;&#65532;Moovweb is changing the way companies take their web assets to the mobile web and app stores. We have created a disruptive web development framework that allows businesses to optimize websites for mobile devices and quickly create mob [...]"
"Mobile QA Testers (Temp) @ CrowdStar (burlingame)","http://sfbay.craigslist.org/pen/sof/3312104857.html",2012-10-02T22:07:29Z,"CrowdStar is a global leader in social gaming that attracts millions of users every month to play hit games like Top Girl, Modern Girl, Social Girl and Fish with Attitude. 
Our U.S. offices are in Burlingame, CA on the Peninsula, next to SFO Airport. [...]"
"*** Test Engineer, automation, integration validation *** (san mateo)","http://sfbay.craigslist.org/pen/sof/3312836461.html",2012-10-03T05:42:54Z,"Market leader and innovator in online video services, real-time video quality optimization and analytics provider to premium content sites around the world is looking for a Quality Engineer to join their exceptional team in San Mateo. 
You are a qual [...]"
"Outcomes Analyst III, Quality and Patient Safety, West Bayshore - PAMF (palo alto)","http://sfbay.craigslist.org/pen/sof/3313414602.html",2012-10-03T15:24:29Z,"The Palo Alto Medical Foundation (PAMF) is a not-for-profit, community-based multispecialty group practice of medicine. PAMF patients are cared for by the more than 1,000 physicians from the four historic medical groups affiliated with PAMF: Camino,  [...]"
"Quality Assurance Engineer, Squrl Video Discovery (SOMA / south beach)","http://sfbay.craigslist.org/sfc/sof/3313553945.html",2012-10-03T16:16:34Z,"Squrl is an early stage startup experiencing rapid growth and are looking to expand the engineering team. Squrl sits at the forefront of mobile video, redefining content discovery and the viewing experience with a talented team. With Squrl, we've bui [...]"
"Systems Engineer - Software QA (san jose south)","http://sfbay.craigslist.org/sby/sof/3313616581.html",2012-10-03T16:39:15Z,"Systems Engineer - Software QA 
Responsibilities: 
Systems Engineer- Software QA is a full-time position, to which you would devote substantially all of your professional effort. You would be primarily responsible for R&D and lab production activitie [...]"
"Quality Assurance Specialist (financial district)","http://sfbay.craigslist.org/sfc/sof/3313615881.html",2012-10-03T16:39:01Z,"What We Do: 
The Cyber Campus Department at the Academy of Art University produces accredited online art and design courses serving degree seeking students worldwide. Our goal is to offer a rich online educational program that matches the breadth and [...]"
"QA Selenium Training & Job placement  (santa clara)","http://sfbay.craigslist.org/sby/sof/3313705570.html",2012-10-03T17:10:54Z,"New Batch Starting this Week, Hurry up 
Limited seats, hurry up 
QA/QE/Selenium/Java Training and Placements 
After 100% successful placements from our previous batches, Now commencing its next batch for Java/J2EE. 
WITH 100% Guaranteed PLACEMENTS IN [...]"
"Software Quality Assurance Engineer (Honolulu, HI)","http://sfbay.craigslist.org/sfc/sof/3313970625.html",2012-10-03T18:47:08Z,"SOFTWARE QUALITY ASSURANCE ENGINEER 
Our vision at TeamPraxis is ""Transforming Healthcare Communities Nationwide."" We do this by providing our physicians with innovative and powerful software tools to practice quality care for their patients. At Team [...]"
"Sr. Embedded Test Engineer (alameda)","http://sfbay.craigslist.org/eby/sof/3314047192.html",2012-10-03T19:16:43Z,"Wind River Systems has an exciting opportunity for an experienced Software Test Professional. The selected candidate will join the VxWorks MILS team and become a key contributor in validating new Wind River products. 
To apply for this position, plea [...]"
